-408 | 399.95419069531795
-555 | 519.2896050094644
-809 | 416.5769558759355
 218 | -839.6040170817182
 352 | -17.03585313326323
 730 | 348.5685963304784
 279 | 185.97857812753568
-543 | 917.0852189992529
-811 | 741.09182469542
 322 | -440.3082888752821
 702 | 497.2019440280044
 181 | -428.3636297582203
 672 | 801.4317443031277
-556 | -83.51242242011267
 623 | -307.48522549095276
 346 | -939.0310711938292
 355 | -731.1913994389118
-913 | 622.915909424037
 301 | 43.63498873541403
 895 | -152.04552100508636
